"<9, 0, 2, 2> Count = 1",n11 m11 cospeciation,n6 m7 cospeciation,n3 m3 cospeciation,n8 m9 cospeciation,n1 m1 cospeciation,n6 m6 loss m7,n4 m4 cospeciation,lativitta_EastE m5 loss malleti_EastE,n7 m8 cospeciation,n9 m10 cospeciation,n10 melpomene_WestPA switch melpomene_EastT,n5 amaryllis_EastPE switch ecuadoriensis_EastE,n2 m2 cospeciation
"<6, 0, 5, 0> Count = 12",n2 m7 switch m5,n3 m4 switch malleti_EastE,n1 m8 switch m7,n1 m8 switch m5,n2 m5 switch m7,n1 m8 switch malleti_EastE,n1 m8 switch m4,n3 m5 cospeciation,n3 malleti_EastE switch m4,n2 malleti_EastE switch m7,n4 m4 cospeciation,n10 melpomene_WestPA switch melpomene_EastT,n11 m11 cospeciation,n6 m7 cospeciation,n8 m9 cospeciation,n4 ecuadoriensis_EastE switch aglaope_EastPE,n2 m4 switch m7,n2 m7 switch malleti_EastE,n7 m8 cospeciation,n2 m7 switch m4,n9 m10 cospeciation,n5 amaryllis_EastPE switch ecuadoriensis_EastE,n5 ecuadoriensis_EastE switch amaryllis_EastPE,n2 m7 switch m5,n3 m4 switch malleti_EastE,n3 m5 cospeciation,n3 malleti_EastE switch m4,n2 m7 switch malleti_EastE,n4 m4 cospeciation,n10 melpomene_WestPA switch melpomene_EastT,n11 m11 cospeciation,n6 m7 cospeciation,n8 m9 cospeciation,n4 ecuadoriensis_EastE switch aglaope_EastPE,n1 m7 switch m8,n7 m8 cospeciation,n2 m7 switch m4,n9 m10 cospeciation,n5 amaryllis_EastPE switch ecuadoriensis_EastE,n5 ecuadoriensis_EastE switch amaryllis_EastPE,n11 m11 cospeciation,n2 m5 switch m7,n6 m7 cospeciation,n1 m5 switch m8,n8 m9 cospeciation,n3 m5 cospeciation,n4 ecuadoriensis_EastE switch aglaope_EastPE,n7 m8 cospeciation,n9 m10 cospeciation,n10 melpomene_WestPA switch melpomene_EastT,n5 ecuadoriensis_EastE switch amaryllis_EastPE,n3 m4 switch malleti_EastE,n11 m11 cospeciation,n6 m7 cospeciation,n8 m9 cospeciation,n5 amaryllis_EastPE switch ecuadoriensis_EastE,n1 m4 switch m8,n2 m4 switch m7,n4 m4 cospeciation,n7 m8 cospeciation,n9 m10 cospeciation,n10 melpomene_WestPA switch melpomene_EastT,n11 m11 cospeciation,n1 malleti_EastE switch m8,n6 m7 cospeciation,n8 m9 cospeciation,n5 amaryllis_EastPE switch ecuadoriensis_EastE,n3 malleti_EastE switch m4,n2 malleti_EastE switch m7,n4 m4 cospeciation,n7 m8 cospeciation,n9 m10 cospeciation,n10 melpomene_WestPA switch melpomene_EastT
Events in 2 regions,n11 m11 cospeciation,n6 m7 cospeciation,n8 m9 cospeciation,n7 m8 cospeciation,n4 m4 cospeciation,n10 melpomene_WestPA switch melpomene_EastT,n9 m10 cospeciation,n5 amaryllis_EastPE switch ecuadoriensis_EastE
Events in 1 regions,n2 m7 switch m5,n1 m8 switch m5,n2 m5 switch m7,n3 malleti_EastE switch m4,n2 m2 cospeciation,n1 m8 switch m4,n1 m1 cospeciation,n1 m4 switch m8,n1 m8 switch malleti_EastE,n2 m7 switch malleti_EastE,lativitta_EastE m5 loss malleti_EastE,n2 m7 switch m4,n3 m4 switch malleti_EastE,n1 m8 switch m7,n3 m3 cospeciation,n3 m5 cospeciation,n1 m7 switch m8,n2 malleti_EastE switch m7,n6 m6 loss m7,n1 malleti_EastE switch m8,n1 m5 switch m8,n4 ecuadoriensis_EastE switch aglaope_EastPE,n2 m4 switch m7,n5 ecuadoriensis_EastE switch amaryllis_EastPE
